SR,Calling_Number,Called_Number,Date,Time,Duration_sec,Call_Type,Caller_IMEI,Caller_IMSI,Caller_Operator,Tower_ID,Tower_Location,Tower_Latitude,Tower_Longitude
37,6043321819,8959310341,2024-01-07,13:42:15,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
38,9001338908,8423511615,2024-01-07,14:22:36,678,Data,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
39,9001338908,7863794026,2024-01-07,15:24:38,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
40,9001338908,8192832764,2024-01-07,21:02:30,397,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
41,7863794026,8192832764,2024-01-07,21:51:39,1016,Data,627048281489325,404208809570154,Airtel,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
42,9001338908,8959310341,2024-01-07,23:56:53,0,SMS,532871012269166,404707848018451,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
43,9001338908,7164752553,2024-01-08,11:16:38,171,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
44,9001338908,7863794026,2024-01-08,11:48:27,869,Voice,532871012269166,404707848018451,Vi,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
45,8423511615,8959310341,2024-01-08,13:59:33,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
46,8423511615,7164752553,2024-01-08,18:59:45,2770,Data,039117182278248,404706383465787,Jio,KA-BLR-03,Bengaluru Hebbal,13.045,77.595
47,9001338908,8959310341,2024-01-08,21:54:48,0,SMS,532871012269166,404707848018451,Vi,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
48,8423511615,7164752553,2024-01-09,00:04:14,2257,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
49,9001338908,8940781618,2024-01-09,02:47:43,85,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
50,8423511615,6043321819,2024-01-09,03:36:42,1815,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
51,6043321819,8423511615,2024-01-09,07:29:33,742,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
52,6043321819,8423511615,2024-01-09,08:53:25,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
53,9001338908,8192832764,2024-01-09,12:34:02,3523,Data,532871012269166,404707848018451,Vi,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
54,8423511615,8959310341,2024-01-09,18:25:15,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
55,8423511615,8959310341,2024-01-09,23:27:24,0,SMS,039117182278248,404706383465787,Jio,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
56,6043321819,9001338908,2024-01-10,01:14:30,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
57,7863794026,8940781618,2024-01-10,01:29:52,1536,Data,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
58,8423511615,9001338908,2024-01-10,10:28:25,555,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
59,6043321819,7164752553,2024-01-10,13:23:20,2943,Data,835030564139537,404507242388496,BSNL,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
60,8423511615,8959310341,2024-01-10,15:30:46,1564,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
61,6043321819,8192832764,2024-01-10,16:20:42,0,SMS,835030564139537,404507242388496,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
62,9001338908,6043321819,2024-01-10,17:28:41,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
63,9001338908,8423511615,2024-01-10,23:33:06,267,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
64,9001338908,8192832764,2024-01-11,09:15:49,316,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
65,8423511615,7863794026,2024-01-11,09:21:58,541,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
66,8423511615,8959310341,2024-01-11,12:27:52,1017,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
67,7863794026,6043321819,2024-01-11,12:35:46,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
68,7863794026,7164752553,2024-01-11,18:23:30,699,Voice,627048281489325,404208809570154,Airtel,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
69,8423511615,7164752553,2024-01-11,22:42:42,516,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
70,9001338908,7164752553,2024-01-12,03:26:53,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
71,8423511615,9001338908,2024-01-12,06:27:40,640,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
72,7863794026,7164752553,2024-01-12,07:52:28,51,Voice,627048281489325,404208809570154,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
73,7863794026,8423511615,2024-01-12,17:08:54,848,Data,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
74,7863794026,8423511615,2024-01-13,05:25:26,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
75,8423511615,6043321819,2024-01-13,06:10:30,0,SMS,039117182278248,404706383465787,Jio,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
76,7863794026,7164752553,2024-01-13,08:58:10,320,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
77,7863794026,7164752553,2024-01-13,12:28:44,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
78,8423511615,7863794026,2024-01-13,13:01:28,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
79,7863794026,7164752553,2024-01-13,16:42:25,532,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
80,7863794026,7164752553,2024-01-13,16:58:06,2703,Data,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
81,9001338908,6043321819,2024-01-13,19:07:25,371,Voice,532871012269166,404707848018451,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
82,6043321819,7164752553,2024-01-14,00:05:27,749,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
83,8423511615,7863794026,2024-01-14,11:31:14,313,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
84,6043321819,7863794026,2024-01-14,15:38:57,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
85,8423511615,9001338908,2024-01-14,18:35:30,2653,Data,039117182278248,404706383465787,Jio,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
86,7863794026,6043321819,2024-01-14,20:42:00,0,SMS,627048281489325,404208809570154,Airtel,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
87,6043321819,7863794026,2024-01-15,11:39:20,0,SMS,835030564139537,404507242388496,BSNL,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
88,8423511615,7164752553,2024-01-15,11:42:08,390,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
89,9001338908,8940781618,2024-01-15,23:21:39,0,SMS,532871012269166,404707848018451,Vi,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
90,9001338908,8959310341,2024-01-16,06:33:31,796,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
91,6043321819,7863794026,2024-01-16,06:47:29,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
92,9001338908,8940781618,2024-01-16,10:57:28,502,Data,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
93,8423511615,7863794026,2024-01-16,18:03:48,856,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
94,9001338908,7863794026,2024-01-16,23:23:57,879,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
95,9001338908,8940781618,2024-01-16,23:40:43,335,Voice,532871012269166,404707848018451,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
96,7863794026,7164752553,2024-01-17,02:45:54,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
97,7863794026,8940781618,2024-01-17,05:03:06,134,Voice,627048281489325,404208809570154,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
98,7863794026,8959310341,2024-01-17,06:58:37,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
99,8423511615,7863794026,2024-01-17,12:05:26,85,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
100,9001338908,7863794026,2024-01-17,14:55:34,2617,Data,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
101,7863794026,6043321819,2024-01-17,22:01:23,58,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
102,8423511615,8959310341,2024-01-18,05:55:29,0,SMS,039117182278248,404706383465787,Jio,KA-HUB-01,Hubballi Old Town,15.3647,75.124
103,7863794026,9001338908,2024-01-18,07:52:25,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
104,8423511615,8940781618,2024-01-18,14:54:01,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
105,7863794026,9001338908,2024-01-18,18:31:28,715,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
106,9001338908,8192832764,2024-01-18,20:51:44,0,SMS,532871012269166,404707848018451,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
107,6043321819,8423511615,2024-01-20,08:32:38,641,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
108,7863794026,8192832764,2024-01-20,10:26:57,143,Voice,627048281489325,404208809570154,Airtel,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
109,9001338908,8940781618,2024-01-20,17:48:32,667,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
110,7863794026,8940781618,2024-01-20,19:57:30,2993,Data,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
111,9001338908,8192832764,2024-01-21,06:44:48,315,Voice,532871012269166,404707848018451,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
112,6043321819,8959310341,2024-01-21,09:30:49,1082,Data,835030564139537,404507242388496,BSNL,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
113,6043321819,8423511615,2024-01-21,12:38:14,2381,Data,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
114,6043321819,8940781618,2024-01-21,22:30:43,566,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
115,9001338908,8423511615,2024-01-22,00:12:45,2043,Data,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
116,6043321819,7164752553,2024-01-22,05:56:12,828,Voice,835030564139537,404507242388496,BSNL,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
117,9001338908,8192832764,2024-01-22,07:17:22,451,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
118,7863794026,6043321819,2024-01-22,09:50:42,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
119,6043321819,8192832764,2024-01-22,14:18:29,841,Voice,835030564139537,404507242388496,BSNL,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
120,7863794026,8423511615,2024-01-22,15:26:58,680,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
121,6043321819,8959310341,2024-01-22,18:28:31,341,Data,835030564139537,404507242388496,BSNL,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
122,8423511615,9001338908,2024-01-22,19:35:25,477,Voice,039117182278248,404706383465787,Jio,KA-UDU-01,Udupi MIT Road,13.3409,74.7421
123,9001338908,7164752553,2024-01-23,16:14:23,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
124,6043321819,9001338908,2024-01-23,19:03:15,2863,Data,835030564139537,404507242388496,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
125,8423511615,8959310341,2024-01-23,21:24:09,0,SMS,039117182278248,404706383465787,Jio,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
126,7863794026,8959310341,2024-01-24,00:01:35,151,Voice,627048281489325,404208809570154,Airtel,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
127,6043321819,8959310341,2024-01-24,09:51:50,2751,Data,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
128,8423511615,8192832764,2024-01-24,15:56:03,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
129,7863794026,8192832764,2024-01-24,18:36:24,1723,Data,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
130,9001338908,7863794026,2024-01-25,05:47:24,733,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
131,6043321819,8959310341,2024-01-25,10:30:10,743,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
132,9001338908,6043321819,2024-01-25,12:19:02,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
133,7863794026,8423511615,2024-01-25,12:47:27,691,Data,627048281489325,404208809570154,Airtel,KA-BLG-01,Belagavi Tilakwadi,15.8497,74.4977
134,8423511615,8959310341,2024-01-25,15:02:52,126,Data,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
135,6043321819,9001338908,2024-01-26,02:54:14,527,Voice,835030564139537,404507242388496,BSNL,KA-TMK-01,Tumakuru Gandhi Nagar,13.3409,77.101
136,9001338908,6043321819,2024-01-26,07:40:25,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
137,6043321819,8192832764,2024-01-26,18:43:50,3266,Data,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
138,6043321819,9001338908,2024-01-27,00:13:35,0,SMS,835030564139537,404507242388496,BSNL,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
139,8423511615,8192832764,2024-01-27,01:44:10,853,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
140,6043321819,7863794026,2024-01-27,10:37:02,624,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
141,9001338908,8192832764,2024-01-27,11:45:23,833,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
142,8423511615,7164752553,2024-01-27,12:31:29,778,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
143,6043321819,8959310341,2024-01-27,12:38:27,823,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
144,6043321819,7863794026,2024-01-27,16:50:01,0,SMS,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
145,6043321819,9001338908,2024-01-28,16:14:41,786,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
146,8423511615,8192832764,2024-01-28,17:50:31,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
147,8423511615,6043321819,2024-01-28,20:58:11,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
148,7863794026,8940781618,2024-01-28,22:35:52,592,Voice,627048281489325,404208809570154,Airtel,KA-BLG-01,Belagavi Tilakwadi,15.8497,74.4977
149,9001338908,6043321819,2024-01-29,04:14:34,0,SMS,532871012269166,404707848018451,Vi,KA-BLG-01,Belagavi Tilakwadi,15.8497,74.4977
150,8423511615,8192832764,2024-01-29,06:41:00,242,Voice,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
151,6043321819,8423511615,2024-01-29,08:37:07,286,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
152,6043321819,9001338908,2024-01-29,13:37:06,419,Voice,835030564139537,404507242388496,BSNL,KA-HUB-01,Hubballi Old Town,15.3647,75.124
153,7863794026,7164752553,2024-01-29,15:50:52,205,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
154,9001338908,7164752553,2024-01-29,16:39:46,283,Data,532871012269166,404707848018451,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
155,9001338908,7164752553,2024-01-30,04:13:04,67,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
156,6043321819,8423511615,2024-01-30,06:21:28,790,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
157,7863794026,8959310341,2024-01-30,07:35:05,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
158,9001338908,6043321819,2024-01-30,23:51:56,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
159,9001338908,8423511615,2024-01-31,01:06:44,0,SMS,532871012269166,404707848018451,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
160,9001338908,7863794026,2024-01-31,04:06:01,0,SMS,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
161,6043321819,7863794026,2024-01-31,04:46:23,597,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
162,6043321819,9001338908,2024-01-31,10:09:42,311,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
163,9001338908,6043321819,2024-01-31,15:23:29,532,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
164,6043321819,8959310341,2024-01-31,17:26:05,401,Voice,835030564139537,404507242388496,BSNL,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
165,7863794026,7164752553,2024-01-31,17:52:26,3003,Data,627048281489325,404208809570154,Airtel,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
166,9001338908,7164752553,2024-01-31,17:54:49,114,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
167,9001338908,6043321819,2024-01-31,22:35:22,864,Voice,532871012269166,404707848018451,Vi,KA-MNG-01,Mangaluru Hampankatta,12.8698,74.8431
168,7863794026,8959310341,2024-02-01,00:58:38,0,SMS,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
169,9001338908,8940781618,2024-02-01,03:12:14,0,SMS,532871012269166,404707848018451,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
170,9001338908,8940781618,2024-02-01,04:28:36,86,Voice,532871012269166,404707848018451,Vi,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
171,8423511615,8940781618,2024-02-01,07:01:26,855,Voice,039117182278248,404706383465787,Jio,KA-HUB-01,Hubballi Old Town,15.3647,75.124
172,8423511615,6043321819,2024-02-01,12:45:52,825,Voice,039117182278248,404706383465787,Jio,KA-SHV-01,Shivamogga Kuvempu Nagar,13.9299,75.5681
173,7863794026,8940781618,2024-02-01,20:34:49,12,Voice,627048281489325,404208809570154,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
174,6043321819,7863794026,2024-02-02,00:29:53,0,SMS,835030564139537,404507242388496,BSNL,KA-HUB-01,Hubballi Old Town,15.3647,75.124
175,8423511615,7164752553,2024-02-02,03:00:34,0,SMS,039117182278248,404706383465787,Jio,KA-KLB-01,Kalaburagi Aland Road,17.3297,76.82
