SR,Calling_Number,Called_Number,Date,Time,Duration_sec,Call_Type,Caller_IMEI,Caller_IMSI,Caller_Operator,Tower_ID,Tower_Location,Tower_Latitude,Tower_Longitude
46,9900002222,8800006666,2024-03-04,05:02:50,295,Voice,740865532228085,404503909744181,Airtel,KA-MYS-CHMD,Mysuru Chamundipuram,12.3051,76.6552
47,9900002222,8800003333,2024-03-04,05:19:21,0,SMS,740865532228085,404503909744181,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
48,9900002222,8800004444,2024-03-04,05:21:57,403,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
49,8800007777,8800008888,2024-03-04,08:35:20,30,Voice,790417981433454,404110994067943,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
50,9900001111,8800007777,2024-03-04,08:57:56,246,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
51,8800007777,8800003333,2024-03-04,09:08:56,47,Voice,790417981433454,404110994067943,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
52,9900002222,8800008888,2024-03-04,11:05:05,434,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
53,9900003333,8800004444,2024-03-04,12:17:25,179,Voice,203113817728671,404503909744181,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
54,9900002222,8800002222,2024-03-04,13:29:17,292,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
55,9900002222,8800001111,2024-03-04,16:30:35,0,SMS,740865532228085,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
56,9900003333,8800004444,2024-03-04,18:47:38,403,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
57,9900001111,8800001111,2024-03-04,19:20:38,359,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
58,9900001111,8800006666,2024-03-04,19:26:04,0,SMS,533748079019981,404503909744181,Airtel,KA-MYS-CHMD,Mysuru Chamundipuram,12.3051,76.6552
59,9900001111,8800001111,2024-03-04,19:52:56,93,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
60,9900003333,8800004444,2024-03-04,22:27:15,88,Voice,203113817728671,404503909744181,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
61,9900003333,8800007777,2024-03-04,23:00:27,0,SMS,203113817728671,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
62,9900001111,8800007777,2024-03-05,04:41:19,0,SMS,533748079019981,404503909744181,Airtel,KA-MYS-CHMD,Mysuru Chamundipuram,12.3051,76.6552
63,8800005555,8800002222,2024-03-05,05:39:22,92,Voice,544529763028279,404110994067943,BSNL,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
64,9900001111,8800006666,2024-03-05,07:28:48,196,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
65,9900003333,8800004444,2024-03-05,10:05:13,0,SMS,203113817728671,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
66,8800001111,8800007777,2024-03-05,11:32:31,171,Voice,767254256254973,404110994067943,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
67,9900003333,8800002222,2024-03-05,14:15:22,210,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
68,9900001111,8800003333,2024-03-05,14:23:02,259,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
69,9900001111,8800007777,2024-03-05,14:26:02,0,SMS,533748079019981,404503909744181,Airtel,KA-MYS-CHMD,Mysuru Chamundipuram,12.3051,76.6552
70,9900001111,8800008888,2024-03-05,14:31:27,387,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
71,9900001111,8800003333,2024-03-06,03:05:43,139,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
72,9900003333,8800005555,2024-03-06,04:47:25,245,Voice,203113817728671,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
73,9900003333,8800006666,2024-03-06,07:36:21,121,Voice,203113817728671,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
74,8800003333,8800006666,2024-03-06,08:41:38,139,Voice,387606570384453,404110994067943,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
75,9900003333,8800005555,2024-03-06,13:10:34,444,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
76,8800002222,8800001111,2024-03-06,13:29:07,174,Voice,441480978621911,404110994067943,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
77,8800004444,8800002222,2024-03-06,14:04:22,108,Voice,746065272935934,404110994067943,BSNL,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
78,9900002222,8800007777,2024-03-06,16:01:50,404,Voice,740865532228085,404503909744181,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
79,9900001111,8800003333,2024-03-06,18:26:09,195,Voice,533748079019981,404503909744181,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
80,9900001111,8800007777,2024-03-06,21:27:11,265,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
81,9900001111,8800002222,2024-03-06,21:33:17,332,Voice,533748079019981,404503909744181,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
82,9900003333,8800006666,2024-03-06,22:19:00,245,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
83,9900001111,8800005555,2024-03-07,01:48:22,114,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
84,9900001111,8800005555,2024-03-07,03:42:36,0,SMS,533748079019981,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
85,9900003333,8800005555,2024-03-07,03:52:03,138,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
86,9900002222,8800006666,2024-03-07,04:22:30,0,SMS,740865532228085,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
87,9900001111,8800003333,2024-03-07,04:24:37,446,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
88,9900002222,8800007777,2024-03-07,04:57:45,0,SMS,740865532228085,404503909744181,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
89,9900002222,8800002222,2024-03-07,05:45:31,402,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
90,8800005555,8800008888,2024-03-07,10:03:54,200,Voice,544529763028279,404110994067943,BSNL,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
91,9900003333,8800002222,2024-03-07,12:24:14,388,Voice,203113817728671,404503909744181,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
92,8800002222,8800001111,2024-03-07,12:35:50,159,Voice,441480978621911,404110994067943,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
93,9900002222,8800004444,2024-03-07,13:03:47,352,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
94,9900002222,8800003333,2024-03-07,13:06:19,60,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
95,9900001111,8800008888,2024-03-07,16:17:37,393,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
96,8800002222,8800001111,2024-03-07,17:08:17,99,Voice,441480978621911,404110994067943,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
97,9900002222,8800005555,2024-03-07,17:08:19,408,Voice,740865532228085,404503909744181,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
98,9900003333,8800005555,2024-03-07,17:29:03,0,SMS,203113817728671,404503909744181,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
99,9900001111,8800001111,2024-03-07,19:28:28,392,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
100,9900003333,8800003333,2024-03-07,21:45:50,0,SMS,203113817728671,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
101,9900002222,8800006666,2024-03-08,01:05:06,66,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
102,6600001111,9900001111,2024-03-08,01:36:54,210,Voice,335291044092924,404581626800741,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
103,9900001111,8800005555,2024-03-08,02:07:15,200,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
104,6600002222,8800001111,2024-03-08,07:53:38,129,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
105,6600002222,8800001111,2024-03-08,11:43:33,70,Voice,628295415038379,404581626800741,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
106,6600001111,9900001111,2024-03-08,13:27:38,555,Voice,335291044092924,404581626800741,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
107,6600002222,8800003333,2024-03-08,15:10:15,95,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
108,6600001111,9900002222,2024-03-08,21:12:45,442,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
109,9900001111,8800002222,2024-03-08,22:22:15,351,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
110,9900002222,8800008888,2024-03-09,00:13:14,266,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
111,9900002222,8800008888,2024-03-09,00:44:25,295,Voice,740865532228085,404503909744181,Airtel,KA-MYS-CHMD,Mysuru Chamundipuram,12.3051,76.6552
112,9900001111,8800005555,2024-03-09,01:15:35,332,Voice,533748079019981,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
113,6600001111,9900002222,2024-03-09,11:20:53,357,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
114,9900001111,8800002222,2024-03-09,21:35:36,300,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
115,9900003333,8800008888,2024-03-09,21:52:50,300,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
116,9900003333,8800005555,2024-03-09,22:16:49,244,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
117,9900002222,8800004444,2024-03-09,23:14:32,297,Voice,740865532228085,404503909744181,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
118,9900001111,8800002222,2024-03-09,23:42:00,73,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
119,6600001111,9900003333,2024-03-10,01:25:34,383,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
120,9900001111,8800007777,2024-03-10,01:44:10,286,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
121,6600001111,9900002222,2024-03-10,13:13:12,455,Voice,335291044092924,404581626800741,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
122,6600001111,9900003333,2024-03-10,14:14:42,581,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
123,6600001111,9900002222,2024-03-10,20:18:04,577,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
124,9900003333,8800003333,2024-03-10,22:28:52,118,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
125,9900002222,8800001111,2024-03-10,23:25:20,292,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
126,9900001111,8800008888,2024-03-10,23:47:03,203,Voice,533748079019981,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
127,9900001111,8800007777,2024-03-10,23:52:03,248,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
128,6600002222,8800001111,2024-03-11,01:28:45,336,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
129,9900003333,8800001111,2024-03-11,01:30:02,149,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
130,9900002222,8800007777,2024-03-11,01:56:54,110,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
131,9900001111,8800004444,2024-03-11,02:03:25,161,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
132,9900001111,8800004444,2024-03-11,02:05:01,182,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
133,6600001111,9900002222,2024-03-11,07:58:56,266,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
134,6600001111,9900003333,2024-03-11,08:46:22,242,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
135,6600002222,8800004444,2024-03-11,14:58:38,274,Voice,628295415038379,404581626800741,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
136,6600001111,9900001111,2024-03-11,18:24:58,132,Voice,335291044092924,404581626800741,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
137,6600001111,9900002222,2024-03-11,21:51:42,465,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
138,9900003333,8800004444,2024-03-11,21:54:36,154,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
139,9900003333,8800006666,2024-03-11,21:55:29,354,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
140,9900002222,8800008888,2024-03-11,22:01:08,311,Voice,740865532228085,404503909744181,Airtel,KA-BLR-ELEC,Bengaluru Electronics City,12.8418,77.6604
141,6600002222,8800002222,2024-03-11,23:20:54,232,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
142,9900003333,8800008888,2024-03-11,23:54:36,121,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
143,9900001111,8800004444,2024-03-12,00:22:50,183,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
144,9900001111,8800002222,2024-03-12,00:42:52,87,Voice,533748079019981,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
145,6600001111,9900001111,2024-03-12,01:37:50,240,Voice,335291044092924,404581626800741,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
146,9900002222,8800007777,2024-03-12,02:32:02,184,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
147,6600002222,8800003333,2024-03-12,14:25:42,275,Voice,628295415038379,404581626800741,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
148,6600002222,8800004444,2024-03-12,14:47:38,240,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
149,6600002222,8800002222,2024-03-12,15:34:01,92,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
150,6600002222,8800001111,2024-03-12,17:26:36,354,Voice,628295415038379,404581626800741,Airtel,KA-HUB-TOWN,Hubballi Old Town,15.3647,75.124
151,6600002222,8800002222,2024-03-12,21:45:56,378,Voice,628295415038379,404581626800741,Airtel,KA-BLR-WHIT,Bengaluru Whitefield,12.9698,77.7499
152,9900003333,8800007777,2024-03-12,21:58:57,226,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
153,9900002222,8800008888,2024-03-12,22:14:16,304,Voice,740865532228085,404503909744181,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
154,9900003333,8800008888,2024-03-13,00:24:15,197,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
155,6600002222,8800004444,2024-03-13,00:50:20,298,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
156,9900003333,8800008888,2024-03-13,00:57:43,210,Voice,203113817728671,404503909744181,Airtel,KA-BLR-KORA,Bengaluru Koramangala,12.9352,77.6245
157,6600002222,8800001111,2024-03-13,01:06:10,275,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
158,9900003333,8800004444,2024-03-13,02:27:03,248,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
159,9900002222,8800006666,2024-03-13,02:56:13,240,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
160,6600002222,8800004444,2024-03-13,06:56:47,232,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
161,6600001111,9900003333,2024-03-13,08:54:31,338,Voice,335291044092924,404581626800741,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
162,6600002222,8800002222,2024-03-13,14:28:45,254,Voice,628295415038379,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
163,6600001111,9900002222,2024-03-13,18:15:32,246,Voice,335291044092924,404581626800741,Airtel,KA-BLR-BAND,Bengaluru Banaswadi,13.0143,77.6561
164,9900002222,8800008888,2024-03-13,21:30:23,281,Voice,740865532228085,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
165,9900003333,8800003333,2024-03-13,22:50:41,198,Voice,203113817728671,404503909744181,Airtel,KA-BLR-YESH,Bengaluru Yeshwanthpur,13.0291,77.5478
