SR,Calling_Number,Called_Number,Date,Time,Duration_sec,Call_Type,Caller_IMEI,Caller_IMSI,Caller_Operator,Tower_ID,Tower_Location,Tower_Latitude,Tower_Longitude
76,6219017283,7390191020,2024-07-16,14:22:58,0,SMS,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
77,7951412931,7416618862,2024-07-17,11:22:00,0,SMS,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
78,6219017283,6362282240,2024-07-18,17:53:48,573,Voice,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
79,6362282240,7951412931,2024-07-18,18:20:52,3062,Data,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
80,6219017283,7951412931,2024-07-19,08:37:01,1275,Data,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
81,9270943934,6105385779,2024-07-20,01:35:11,49,Voice,475805635108458,404100333937316,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
82,6219017283,7390191020,2024-07-20,09:53:10,2068,Data,110577301591254,404300369996181,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
83,7951412931,6219017283,2024-07-21,03:04:36,331,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
84,9270943934,9418057283,2024-07-21,17:31:29,2871,Data,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
85,6219017283,7390191020,2024-07-21,18:45:50,421,Voice,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
86,6347167962,7390191020,2024-07-22,00:52:39,249,Voice,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
87,9270943934,7390191020,2024-07-24,08:46:14,744,Voice,475805635108458,404100333937316,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
88,7390191020,9418057283,2024-07-24,22:33:34,349,Voice,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
89,9270943934,6347167962,2024-07-25,00:43:20,870,Voice,475805635108458,404100333937316,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
90,7951412931,6362282240,2024-07-25,02:56:05,477,Voice,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
91,9270943934,6362282240,2024-07-25,07:34:44,704,Voice,475805635108458,404100333937316,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
92,7951412931,8296683265,2024-07-25,11:52:42,781,Data,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
93,7390191020,8296683265,2024-07-27,00:38:56,0,SMS,329613360780440,404308921062712,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
94,6219017283,7951412931,2024-07-28,17:27:19,0,SMS,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
95,6362282240,9713477023,2024-07-28,21:04:14,882,Voice,768615853100468,404207798954381,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
96,7951412931,7390191020,2024-07-29,07:03:02,863,Voice,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
97,7390191020,8296683265,2024-07-29,18:46:04,727,Voice,329613360780440,404308921062712,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
98,6219017283,7416618862,2024-07-29,19:48:28,0,SMS,110577301591254,404300369996181,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
99,9270943934,6362282240,2024-07-30,07:52:20,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
100,9270943934,6105385779,2024-07-30,18:13:38,0,SMS,475805635108458,404100333937316,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
101,6347167962,7416618862,2024-07-31,11:38:13,36,Voice,196957950750466,404709617954646,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
102,6347167962,9270943934,2024-08-01,16:03:15,0,SMS,196957950750466,404709617954646,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
103,6347167962,8880249092,2024-08-03,05:24:20,0,SMS,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
104,6362282240,6347167962,2024-08-03,15:12:52,0,SMS,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
105,6347167962,9713477023,2024-08-05,17:19:35,195,Voice,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
106,6347167962,7951412931,2024-08-05,21:00:38,0,SMS,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
107,9270943934,7390191020,2024-08-06,13:36:39,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
108,7951412931,6347167962,2024-08-06,17:10:08,573,Data,691211069254519,404705111757692,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
109,6219017283,9713477023,2024-08-07,10:52:53,949,Data,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
110,7390191020,6105385779,2024-08-07,23:50:21,0,SMS,329613360780440,404308921062712,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
111,9270943934,6362282240,2024-08-08,00:24:10,549,Voice,475805635108458,404100333937316,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
112,9270943934,6362282240,2024-08-08,05:37:14,1357,Data,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
113,7951412931,8880249092,2024-08-08,18:18:49,574,Voice,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
114,7390191020,6362282240,2024-08-09,14:51:47,631,Voice,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
115,9270943934,6362282240,2024-08-09,14:58:31,416,Voice,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
116,9270943934,7390191020,2024-08-09,18:36:14,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
117,6347167962,9270943934,2024-08-10,13:32:33,10,Voice,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
118,6362282240,9418057283,2024-08-10,14:53:10,0,SMS,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
119,6362282240,6219017283,2024-08-10,16:13:49,0,SMS,768615853100468,404207798954381,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
120,6362282240,9270943934,2024-08-10,17:40:15,507,Voice,768615853100468,404207798954381,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
121,7951412931,6362282240,2024-08-12,01:12:48,771,Voice,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
122,6347167962,9713477023,2024-08-12,06:49:47,1503,Data,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
123,7951412931,6105385779,2024-08-13,18:22:06,1636,Data,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
124,6362282240,8880249092,2024-08-13,22:58:21,446,Voice,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
125,9270943934,7390191020,2024-08-14,01:30:55,809,Voice,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
126,6347167962,7390191020,2024-08-15,00:29:22,530,Voice,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
127,9270943934,7390191020,2024-08-15,14:57:24,853,Voice,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
128,6219017283,8296683265,2024-08-15,23:30:33,775,Voice,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
129,9270943934,7390191020,2024-08-16,01:49:59,220,Voice,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
130,7951412931,8296683265,2024-08-17,06:28:44,704,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
131,6219017283,6347167962,2024-08-18,09:23:29,0,SMS,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
132,7390191020,8880249092,2024-08-19,14:19:06,68,Voice,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
133,7390191020,9713477023,2024-08-19,16:40:45,204,Voice,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
134,7951412931,8296683265,2024-08-22,04:41:41,375,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
135,9270943934,6105385779,2024-08-23,10:12:18,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
136,7951412931,6362282240,2024-08-24,07:44:59,0,SMS,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
137,6347167962,7951412931,2024-08-24,22:48:20,0,SMS,196957950750466,404709617954646,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
138,7951412931,6347167962,2024-08-25,05:06:43,1612,Data,691211069254519,404705111757692,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
139,6347167962,8296683265,2024-08-25,06:42:18,0,SMS,196957950750466,404709617954646,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
140,6219017283,6105385779,2024-08-26,16:10:56,751,Voice,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
141,6347167962,9270943934,2024-08-26,18:52:30,3457,Data,196957950750466,404709617954646,Vi,KA-HUB-01,Hubballi Old Town,15.3647,75.124
142,6219017283,9418057283,2024-08-28,11:05:11,841,Voice,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
143,7390191020,9418057283,2024-08-28,11:07:54,704,Voice,329613360780440,404308921062712,BSNL,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
144,9270943934,9418057283,2024-08-28,12:45:45,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
145,6347167962,9713477023,2024-08-28,18:51:15,229,Voice,196957950750466,404709617954646,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
146,6219017283,6362282240,2024-08-29,02:56:47,0,SMS,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
147,6347167962,8296683265,2024-08-29,03:55:22,478,Voice,196957950750466,404709617954646,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
148,6362282240,8880249092,2024-08-29,09:42:04,0,SMS,768615853100468,404207798954381,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
149,7390191020,8296683265,2024-08-29,12:04:46,269,Voice,329613360780440,404308921062712,BSNL,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
150,6219017283,7390191020,2024-08-30,18:56:44,90,Data,110577301591254,404300369996181,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
151,7951412931,9713477023,2024-08-30,21:41:00,255,Voice,691211069254519,404705111757692,Vi,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
152,6219017283,7416618862,2024-08-31,00:51:48,667,Voice,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
153,6362282240,9713477023,2024-08-31,02:10:55,286,Data,768615853100468,404207798954381,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
154,6219017283,7390191020,2024-08-31,13:10:44,622,Voice,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
155,6219017283,9713477023,2024-08-31,21:29:09,0,SMS,110577301591254,404300369996181,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
156,7951412931,6105385779,2024-09-01,07:09:38,358,Voice,691211069254519,404705111757692,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
157,9270943934,7416618862,2024-09-02,13:48:52,886,Voice,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
158,9270943934,6347167962,2024-09-03,07:07:55,0,SMS,475805635108458,404100333937316,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
159,6219017283,6105385779,2024-09-03,09:40:09,1636,Data,110577301591254,404300369996181,Airtel,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
160,6219017283,7390191020,2024-09-03,14:05:13,661,Voice,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
161,7390191020,8880249092,2024-09-03,23:33:59,490,Voice,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
162,6347167962,9270943934,2024-09-04,10:14:55,420,Voice,196957950750466,404709617954646,Vi,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
163,6347167962,7390191020,2024-09-05,16:04:54,227,Voice,196957950750466,404709617954646,Vi,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
164,6219017283,6347167962,2024-09-06,02:23:38,0,SMS,110577301591254,404300369996181,Airtel,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
165,6219017283,7951412931,2024-09-06,02:30:07,1644,Data,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
166,7390191020,9270943934,2024-09-06,02:55:01,0,SMS,329613360780440,404308921062712,BSNL,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
167,9270943934,9418057283,2024-09-06,20:58:20,28,Voice,475805635108458,404100333937316,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
168,6219017283,8296683265,2024-09-08,00:27:10,0,SMS,110577301591254,404300369996181,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
169,7390191020,6347167962,2024-09-08,14:56:01,0,SMS,329613360780440,404308921062712,BSNL,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
170,6219017283,9418057283,2024-09-09,18:10:54,0,SMS,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
171,7390191020,6347167962,2024-09-11,23:48:54,0,SMS,329613360780440,404308921062712,BSNL,KA-MYS-01,Mysuru Chamundipuram,12.3051,76.6552
172,6219017283,8296683265,2024-09-12,07:03:21,619,Voice,110577301591254,404300369996181,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
173,9270943934,8296683265,2024-09-12,13:13:20,460,Voice,475805635108458,404100333937316,Airtel,KA-BLR-01,Bengaluru Koramangala,12.9352,77.6245
174,9270943934,7951412931,2024-09-12,15:21:54,182,Voice,475805635108458,404100333937316,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
175,6362282240,8880249092,2024-09-12,18:02:22,539,Voice,768615853100468,404207798954381,Airtel,KA-HUB-01,Hubballi Old Town,15.3647,75.124
176,7390191020,6105385779,2024-09-14,11:30:56,0,SMS,329613360780440,404308921062712,BSNL,KA-BLR-02,Bengaluru Whitefield,12.9698,77.7499
